id,wta_car,wta_elec,wta_green,ifpollution,living_area_ln,age_ln,is_bachelor,location,female,married,income_level,youth,older_adults,partymember,province,weekday,ifsunny,caruse,conditioner1month,mainuseelec,heard_about_global_warming,know_about_low_carbon,know_about_carbon_neutrality,know_about_carbon_policy,publictrans,conditionernumber,energy_consume2020,weights,max_wta,y_car,y_elec,y_green
156,6,6,6,1,4.0943445622221,3.66356164612965,1,city,0,1,1,1,1,0,Zhejiang,Saturday,0,0,3,1,yes and agree,heard but do not know,never,never,0,1,2667,0.29,6,1,1,1
152,4,4,4,0,4.74493212836325,3.73766961828337,0,county seat,0,1,6,0,0,0,Hebei,Saturday,1,0,0,1,no,never,never,never,2,0,2482,1.8960524742174,4,1,1,1
2504,4,5,4,0,5.01063529409626,4.18965474202643,0,county seat,0,1,5,1,1,0,Zhejiang,Tuesday,0,0,3,1,yes and agree,heard and know,heard and know,heard and know,15,1,3133,0.29,5,0,1,0
3043,6,6,6,1,4.49980967033027,4.02535169073515,0,city,0,1,5,0,1,0,Guangxi,Wednesday,0,1,0,1,yes and agree,never,never,never,0,0,2265,0.373637043351498,6,1,1,1
3013,7,7,7,1,5.01063529409626,3.25809653802148,0,city,1,0,3,0,1,1,Guangdong,Wednesday,1,1,0,1,yes and agree,heard but do not know,heard but do not know,heard but do not know,6,0,1758,0.446925814010253,7,1,1,1
2824,7,7,7,0,4.58496747867057,3.25809653802148,1,city,0,0,4,0,1,1,Guizhou,Friday,0,0,4,1,yes and agree,heard and know,heard but do not know,never,20,1,5200,0.536869282371849,7,1,1,1
2988,5,5,5,0,4.38202663467388,3.25809653802148,0,city,0,0,1,0,0,0,Guangxi,Tuesday,1,1,2,1,no,never,never,never,3,1,879,0.536869282371849,5,1,1,1
2826,5,5,5,0,4.65396035015752,3.73766961828337,0,county seat,0,1,6,1,0,0,Guangxi,Friday,1,1,1,1,yes and agree,never,never,never,10,1,4440,1.8960524742174,5,1,1,1
1185,4,5,1,0,4.78749174278205,3.89182029811063,0,rural,1,1,3,1,0,0,Gansu,Wednesday,1,1,0,0,no,never,never,never,1,0,1210,5.58929104534069,5,0,1,0
1211,7,7,1,0,4.86753445045558,3.98898404656427,0,rural,1,1,4,1,0,0,Zhejiang,Thursday,0,0,3,1,yes but disagree,heard but do not know,never,heard but do not know,0,1,4267,0.780203469208694,7,1,1,0
2411,4,2,2,0,4.02535169073515,3.58351893845611,0,county seat,1,1,2,1,1,0,Guangdong,Sunday,0,1,4,1,yes and agree,heard but do not know,heard but do not know,never,14,1,4190,0.29,4,1,0,0
1193,3,3,4,0,4.29045944114839,3.68887945411394,0,city,1,1,6,1,0,0,Gansu,Monday,1,1,0,1,yes and agree,heard and know,heard but do not know,never,14,0,1527,0.652822858651694,4,0,0,1
3290,1,1,1,0,2.99573227355399,3.61091791264422,0,county seat,1,1,3,1,0,0,Guangxi,Thursday,1,1,3,1,yes and agree,heard but do not know,never,heard and know,0,1,1588,0.755290728406371,1,0,0,0
3024,2,4,4,1,4.60517018598809,3.52636052461616,0,rural,0,1,4,1,0,0,Guangxi,Wednesday,0,1,0,1,yes and agree,heard but do not know,never,never,2,0,4770,2.64985614821784,4,0,1,1
1124,5,5,5,0,5.07517381523383,3.97029191355212,0,rural,0,1,3,0,1,0,Hebei,Wednesday,1,1,3,1,yes and agree,heard but do not know,never,never,0,1,2600,0.398026966846938,5,1,1,1
1150,3,4,2,0,5.13579843705026,3.76120011569356,0,rural,0,1,4,1,1,0,Hebei,Wednesday,0,0,3,1,no,heard but do not know,never,never,4,1,1320,1.65966898775267,4,0,1,0
1196,7,7,7,0,4.55387689160054,3.3322045101752,1,city,0,1,6,1,0,0,Zhejiang,Monday,0,1,0,1,yes and agree,heard and know,heard and know,heard but do not know,10,0,3792,0.48898871152122,7,1,1,1
3161,6,6,5,0,4.44265125649032,3.68887945411394,0,city,1,1,3,1,0,0,Guangxi,Wednesday,0,1,0,1,yes and agree,heard but do not know,never,never,0,0,1000,0.29,6,1,1,0
1695,7,4,4,0,5.39362754635236,3.2188758248682,0,rural,0,1,1,1,0,0,Guizhou,Sunday,1,1,0,1,no,never,never,never,0,0,1191,1.55720920924141,7,1,0,0
1925,4,2,1,0,4.24849524204936,3.55534806148941,0,city,1,1,2,0,0,0,Hebei,Tuesday,1,1,0,1,yes but disagree,heard and know,never,never,10,0,2000,0.29,4,1,0,0
3154,4,4,7,0,4.44265125649032,3.66356164612965,0,city,1,1,5,0,1,0,Guangdong,Wednesday,1,1,1,1,yes and agree,heard but do not know,heard but do not know,never,7,1,2214,0.29,7,0,0,1
3438,5,5,5,1,4.78749174278205,2.94443897916644,1,city,0,0,3,1,0,0,Shanxi,Saturday,1,0,0,1,yes and agree,heard but do not know,never,never,5,0,1125,0.751430664156505,5,1,1,1
1128,6,6,6,0,4.60517018598809,4.12713438504509,0,rural,1,0,4,0,1,0,Hebei,Wednesday,1,1,4,0,yes and agree,never,never,never,0,1,1650,0.531008301202758,6,1,1,1
1024,2,2,2,0,3.87120101090789,3.80666248977032,1,city,0,1,5,1,0,0,Beijing,Tuesday,1,1,4,1,no,heard but do not know,heard but do not know,never,10,1,1418,0.29,2,1,1,1
1590,7,7,1,0,4.31748811353631,3.36729582998647,0,county seat,1,1,6,0,0,0,Shanxi,Saturday,1,1,0,1,yes and agree,familiar,never,heard but do not know,0,0,1875,0.390352736240351,7,1,1,0
695,7,5,4,1,4.74493212836325,3.29583686600433,1,city,0,1,5,0,1,1,Zhejiang,Friday,0,0,7,1,yes and agree,heard and know,heard but do not know,heard but do not know,6,1,3180,0.51228616885516,7,1,0,0
1501,4,4,4,0,3.91202300542815,4.02535169073515,0,city,1,1,4,0,1,0,Beijing,Saturday,1,1,4,1,yes and agree,heard but do not know,never,never,4,1,2000,0.29,4,1,1,1
1311,6,7,6,0,4.38202663467388,3.55534806148941,0,county seat,1,1,4,1,0,0,Guangdong,Friday,1,1,7,1,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,1,3115,0.833373707099913,7,0,1,0
2563,7,7,7,0,4.0943445622221,3.71357206670431,1,rural,0,0,1,0,0,0,Guangdong,Wednesday,0,1,5,1,yes and agree,heard but do not know,heard but do not know,never,16,1,3018,0.29,7,1,1,1
2619,1,2,3,1,5.04342511691925,3.52636052461616,0,rural,1,1,3,1,0,0,Gansu,Thursday,1,1,0,1,yes and agree,heard but do not know,never,never,6,0,545,0.81001900038697,3,0,0,1
1008,2,2,3,0,3.58351893845611,4.15888308335967,0,city,0,0,3,0,0,0,Beijing,Tuesday,1,1,0,1,no,never,heard but do not know,never,8,0,1200,0.627921892839261,3,0,0,1
2402,4,4,4,0,4.49980967033027,3.78418963391826,0,county seat,1,1,4,0,1,0,Gansu,Sunday,1,0,0,1,no,never,never,never,0,0,1517,7.92896631207727,4,1,1,1
140,7,7,7,1,4.40671924726425,3.93182563272433,1,city,1,0,5,0,0,0,Jilin,Thursday,0,0,0,1,yes and agree,familiar,heard but do not know,never,10,0,1080,0.29,7,1,1,1
2452,4,2,1,0,4.78749174278205,4.07753744390572,0,rural,0,1,3,1,0,0,Henan,Monday,1,1,3,1,yes and agree,heard and know,heard but do not know,never,6,1,6333,0.29,4,1,0,0
816,1,1,1,0,4.48863636973214,3.58351893845611,0,rural,1,1,4,1,1,0,Beijing,Sunday,1,1,3,1,yes and agree,heard but do not know,never,never,2,1,1625,0.734314968914343,1,0,0,0
1911,7,7,5,1,4.40671924726425,4.06044301054642,0,city,1,1,4,0,1,0,Zhejiang,Wednesday,1,0,4,1,yes and agree,heard but do not know,never,never,20,1,2477,0.29,7,1,1,0
1066,2,2,2,0,3.63758615972639,4.12713438504509,0,city,0,1,3,0,1,0,Beijing,Tuesday,1,1,0,1,yes and agree,heard but do not know,heard but do not know,never,14,0,1956,0.29,2,1,1,1
2889,4,1,1,0,4.52720864451838,3.63758615972639,0,county seat,0,1,2,1,0,0,Guangxi,Sunday,1,0,1,1,no,heard but do not know,heard but do not know,heard but do not know,0,1,2400,0.873674535534688,4,1,0,0
1064,4,2,2,0,3.97029191355212,3.93182563272433,0,city,1,1,3,0,0,0,Beijing,Tuesday,1,0,4,1,yes but disagree,never,never,never,1,1,1091,0.391371918195371,4,1,0,0
2015,2,1,1,0,4.8283137373023,3.13549421592915,1,city,1,0,4,1,0,0,Henan,Wednesday,1,0,3,1,yes and agree,heard and know,never,never,5,1,1257,0.513391102033781,2,1,0,0
189,7,7,7,0,4.31748811353631,3.55534806148941,1,city,1,1,6,1,1,1,Zhejiang,Sunday,0,0,6,1,yes and agree,heard and know,never,never,7,1,4200,0.29,7,1,1,1
313,4,4,5,0,4.47733681447821,3.17805383034795,1,city,0,1,5,0,0,0,Guangdong,Thursday,1,1,0,1,yes and agree,heard and know,heard and know,heard and know,6,0,4400,0.590180185840672,5,0,0,1
2232,2,3,1,0,4.86753445045558,3.97029191355212,0,county seat,1,1,7,0,0,0,Henan,Friday,0,0,1,1,yes and agree,heard but do not know,never,never,0,1,1167,0.886072170525715,3,0,1,0
3016,6,6,6,0,4.33073334028633,3.8286413964891,0,city,0,1,4,0,0,0,Guangxi,Wednesday,0,1,0,1,yes and agree,heard but do not know,never,never,0,0,1500,0.591828845854288,6,1,1,1
2052,2,1,2,1,4.38202663467388,3.04452243772342,1,city,0,0,3,0,0,0,Henan,Wednesday,1,1,2,1,yes and agree,heard but do not know,heard but do not know,heard but do not know,5,1,625,0.681694532917722,2,1,0,1
881,5,1,4,0,4.45434729625351,3.87120101090789,0,rural,1,1,3,0,0,0,Shanxi,Sunday,1,1,0,1,yes but disagree,never,never,never,0,0,1400,1.05149795660307,5,1,0,0
2384,6,4,6,0,3.80666248977032,4.04305126783455,0,rural,1,1,5,0,0,0,Jilin,Sunday,1,1,0,1,no,never,never,never,4,0,563,3.66022611323826,6,1,0,1
3398,4,4,3,1,4.48863636973214,3.58351893845611,0,county seat,1,1,4,1,0,0,Jilin,Saturday,0,0,2,1,yes and agree,heard but do not know,never,never,10,1,1158,2.10856569540875,4,1,1,0
3418,3,3,2,0,4.46590811865458,3.43398720448515,0,county seat,0,1,3,1,0,0,Guangxi,Saturday,0,1,0,1,yes and agree,heard but do not know,heard but do not know,never,4,0,1765,0.426155297891374,3,1,1,0
943,4,7,4,0,4.17438726989564,3.46573590279973,0,city,1,1,3,0,0,0,Hebei,Monday,1,1,0,1,yes and agree,heard and know,never,never,2,0,1714,0.29,7,0,1,0
1048,6,6,6,0,4.00733318523247,3.40119738166216,0,county seat,1,1,3,0,0,0,Beijing,Tuesday,1,1,0,1,yes and agree,heard but do not know,heard but do not know,heard but do not know,2,0,253,0.373432195785504,6,1,1,1
1610,4,4,4,0,4.70048036579242,3.58351893845611,0,county seat,0,1,5,1,0,1,Hebei,Sunday,1,0,2,1,yes and agree,heard but do not know,heard but do not know,never,0,1,2708,0.965183909066345,4,1,1,1
1584,6,6,6,0,4.44265125649032,3.76120011569356,0,rural,1,1,5,1,0,0,Guangdong,Saturday,1,1,7,1,no,heard but do not know,never,never,0,1,2674,0.29,6,1,1,1
1518,1,7,1,0,4.38202663467388,3.3322045101752,0,county seat,0,1,3,1,0,0,Shanxi,Saturday,1,0,0,1,no,never,never,never,0,0,1333,1.44745920117007,7,0,1,0
2833,1,1,3,0,4.44265125649032,3.46573590279973,0,county seat,1,1,4,0,0,0,Gansu,Friday,1,1,0,1,yes and agree,never,heard but do not know,never,8,0,1963,0.29,3,0,0,1
2482,1,1,1,0,5.01063529409626,3.68887945411394,0,county seat,1,1,3,1,0,0,Henan,Monday,1,0,3,1,yes and agree,heard but do not know,never,never,0,1,2167,1.71379837552918,1,0,0,0
3085,2,2,2,0,5.07517381523383,3.55534806148941,1,city,1,1,6,1,1,0,Guangxi,Wednesday,0,1,3,1,yes and agree,heard but do not know,never,never,10,1,713,0.29,2,1,1,1
2010,4,4,2,0,4.24849524204936,3.49650756146648,0,city,1,1,5,0,0,0,Gansu,Wednesday,1,1,0,1,yes but disagree,heard but do not know,never,never,2,0,2509,0.29,4,1,1,0
1696,4,3,4,0,4.78749174278205,3.71357206670431,0,rural,1,1,1,1,0,0,Shanxi,Sunday,1,1,0,1,no,never,never,never,0,0,1400,1.50096668947643,4,1,0,1
1324,3,4,2,0,5.07517381523383,3.09104245335832,0,rural,1,0,3,0,0,0,Guangdong,Friday,1,1,0,1,yes and agree,heard and know,never,never,2,0,4838,0.49978527711044,4,0,1,0
2515,6,4,4,0,4.60517018598809,3.76120011569356,0,county seat,0,1,2,1,0,0,Gansu,Tuesday,1,1,0,1,yes and agree,heard but do not know,never,never,0,0,2167,1.80038632750801,6,1,0,0
911,4,1,1,0,4.52178857704904,4.39444915467244,0,rural,1,0,2,0,1,0,Shanxi,Sunday,1,1,0,1,no,never,never,never,0,0,1000,1.05679384572594,4,1,0,0
1384,3,4,4,0,5.01063529409626,3.52636052461616,0,city,1,1,5,1,1,0,Guangdong,Friday,0,0,4,1,no,heard but do not know,heard but do not know,never,0,1,4267,0.875675843462376,4,0,1,1
2343,7,7,7,0,4.7361984483945,3.87120101090789,1,county seat,0,1,4,1,0,1,Gansu,Saturday,0,0,0,1,yes and agree,never,never,never,0,0,1517,0.29,7,1,1,1
3435,7,6,1,1,4.9416424226093,3.36729582998647,1,city,1,1,3,0,0,1,Shanxi,Saturday,1,0,0,1,yes and agree,heard but do not know,never,never,5,0,1429,0.390352736240351,7,1,0,0
2184,3,1,1,0,5.19295685089021,3.73766961828337,0,rural,1,1,4,1,0,0,Gansu,Thursday,1,1,0,1,no,never,never,never,2,0,3125,1.42596287593831,3,1,0,0
2961,2,2,1,0,4.60517018598809,3.55534806148941,0,county seat,1,1,4,1,0,0,Guangxi,Monday,0,0,2,1,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,1,5200,0.833373707099913,2,1,1,0
105,4,7,2,1,4.49980967033027,3.55534806148941,0,city,1,1,5,1,0,0,Shanxi,Friday,0,0,0,1,yes and agree,heard and know,heard but do not know,never,20,0,4000,0.833373707099913,7,0,1,0
1100,7,7,7,0,4.86753445045558,4.06044301054642,0,rural,1,1,5,1,1,0,Zhejiang,Wednesday,1,0,3,1,no,never,never,never,1,1,2400,0.642271492731298,7,1,1,1
1632,4,3,4,1,4.45434729625351,3.85014760171006,0,county seat,1,1,5,1,0,0,Shanxi,Sunday,1,1,0,1,yes and agree,heard but do not know,heard but do not know,never,4,0,1400,0.29,4,1,0,1
3046,5,4,4,0,4.78749174278205,3.2188758248682,1,city,1,0,4,0,0,0,Jilin,Wednesday,1,1,0,1,yes and agree,familiar,heard and know,heard but do not know,10,0,864,0.467902055622054,5,1,0,0
2638,5,5,5,0,5.07517381523383,3.91202300542815,1,rural,0,1,5,1,0,0,Guangdong,Wednesday,1,0,7,1,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,1,368,0.29,5,1,1,1
801,7,7,4,0,4.48863636973214,3.73766961828337,1,city,1,1,4,1,1,0,Zhejiang,Sunday,0,0,4,1,yes and agree,heard but do not know,heard but do not know,heard and know,2,1,2885,0.29,7,1,1,0
914,1,1,1,0,5.22035582507832,4.11087386417331,0,rural,1,1,2,0,0,0,Shanxi,Sunday,1,1,0,1,yes but disagree,never,never,never,0,0,1800,0.29,1,0,0,0
1956,2,2,2,0,4.86753445045558,3.58351893845611,0,city,1,1,4,1,0,0,Zhejiang,Wednesday,1,0,3,1,yes and agree,heard but do not know,never,heard but do not know,2,1,5102,0.29,2,1,1,1
2353,7,7,7,0,3.66356164612965,4.20469261939097,0,city,1,0,6,0,1,0,Jilin,Saturday,1,1,0,1,yes but disagree,never,never,never,6,0,600,0.29,7,1,1,1
2185,1,1,1,1,4.86753445045558,3.58351893845611,0,rural,1,1,3,0,0,0,Gansu,Thursday,1,1,0,1,yes and agree,heard but do not know,never,never,7,0,2082,0.734314968914343,1,0,0,0
161,6,4,1,0,5.19295685089021,3.91202300542815,0,county seat,1,1,4,0,0,0,Shanxi,Saturday,1,0,0,1,no,never,never,never,0,0,2200,5.76283109526685,6,1,0,0
3416,4,3,4,0,5.29831736654804,3.87120101090789,0,rural,1,1,6,1,0,0,Guangxi,Saturday,0,1,3,1,no,heard but do not know,never,never,2,1,1343,0.29,4,1,0,1
1944,7,7,4,0,5.24174701505964,3.09104245335832,0,city,0,0,7,0,0,0,Jilin,Tuesday,1,0,0,1,yes and agree,heard and know,heard and know,heard and know,2,0,3413,0.649537298301348,7,1,1,0
2600,7,7,7,0,3.55534806148941,3.2188758248682,1,city,0,0,3,0,0,0,Guangdong,Wednesday,1,1,0,1,yes and agree,heard but do not know,heard but do not know,heard but do not know,6,0,4534,0.562809000235141,7,1,1,1
1593,7,7,1,0,4.78749174278205,4.17438726989564,0,rural,1,1,5,0,1,0,Beijing,Saturday,1,1,0,1,yes and agree,heard but do not know,never,never,2,0,2667,2.40500581405561,7,1,1,0
2282,4,7,2,0,1.94591014905531,3.63758615972639,1,county seat,1,1,3,1,1,0,Jilin,Saturday,1,0,0,1,yes and agree,heard but do not know,heard but do not know,never,5,0,3200,0.29,7,0,1,0
2455,2,2,2,0,4.02535169073515,4.15888308335967,0,city,1,1,5,0,1,0,Jilin,Monday,1,1,0,1,yes but disagree,heard but do not know,heard but do not know,never,2,0,1200,0.520555819032494,2,1,1,1
2821,7,7,2,0,4.58496747867057,3.2188758248682,1,city,1,0,5,1,0,0,Guizhou,Friday,0,1,0,1,yes but disagree,heard but do not know,heard but do not know,heard but do not know,1,0,2618,0.467902055622054,7,1,1,0
1240,7,7,7,0,4.38202663467388,3.87120101090789,0,rural,1,1,5,0,0,0,Guangdong,Thursday,1,0,5,1,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,1,3640,0.417171619283491,7,1,1,1
3331,7,7,1,0,4.44265125649032,3.63758615972639,0,rural,1,1,4,1,0,0,Guangdong,Thursday,1,0,6,1,yes and agree,heard but do not know,heard but do not know,never,0,1,3300,0.29,7,1,1,0
1326,2,2,1,0,5.19295685089021,2.56494935746154,0,rural,1,0,4,1,0,0,Beijing,Friday,1,1,3,1,no,never,never,never,0,1,2100,6.52022778875494,2,1,1,0
2512,7,7,7,0,4.8283137373023,3.25809653802148,0,county seat,1,1,2,1,0,0,Hebei,Wednesday,1,0,1,1,yes and agree,heard and know,heard but do not know,never,14,1,1683,0.446925814010253,7,1,1,1
2832,1,1,2,0,4.40671924726425,3.43398720448515,0,county seat,1,1,4,0,0,0,Gansu,Friday,1,1,0,1,yes and agree,never,heard but do not know,never,8,0,1724,0.357396571614206,2,0,0,1
2141,7,7,7,0,5.91350300563827,3.8286413964891,0,rural,0,1,3,0,1,0,Guizhou,Thursday,0,1,0,1,no,never,never,never,25,0,4924,1.42260003288578,7,1,1,1
1246,1,1,1,0,5.01063529409626,4.14313472639153,0,rural,1,0,2,0,1,0,Gansu,Thursday,1,1,0,0,yes but disagree,heard but do not know,never,never,0,0,1200,0.29,1,0,0,0
2086,7,7,7,0,4.31748811353631,3.49650756146648,1,city,1,1,3,0,0,0,Guangdong,Thursday,1,1,5,1,yes and agree,heard and know,heard but do not know,heard but do not know,2,1,844,0.29,7,1,1,1
3381,7,7,5,0,4.17438726989564,2.99573227355399,0,rural,0,0,4,1,0,0,Guangdong,Friday,0,1,0,0,no,heard but do not know,heard and know,heard and know,20,0,1369,0.662961022218672,7,1,1,0
1195,2,2,2,0,5.52146091786225,3.17805383034795,0,rural,0,0,5,1,0,1,Guizhou,Monday,1,0,0,1,yes and agree,heard but do not know,heard but do not know,never,20,0,1517,0.547697564568503,2,1,1,1
1664,6,7,2,0,5.7037824746562,3.43398720448515,0,rural,1,1,3,1,0,0,Guizhou,Sunday,1,1,0,1,no,never,never,never,0,0,1013,2.52083913158406,7,0,1,0
1191,2,2,2,0,4.60517018598809,3.43398720448515,0,county seat,0,1,1,1,0,0,Jilin,Monday,1,0,0,0,no,heard but do not know,never,never,0,0,1309,3.36961420810059,2,1,1,1
2181,1,1,3,1,4.49980967033027,3.43398720448515,0,county seat,1,1,4,0,0,0,Gansu,Thursday,0,1,0,0,no,never,never,never,0,0,2400,0.357396571614206,3,0,0,1
825,2,2,1,0,4.31748811353631,3.55534806148941,1,rural,0,1,3,0,0,0,Shanxi,Sunday,1,0,0,1,yes and agree,heard and know,heard and know,heard but do not know,1,0,1400,0.29,2,1,1,0
